cell_id,state,ahj,project_family,family,issuing_authority,application_authority,authority_tier,handled_by_local_ahj
us-ga-atlanta__commercial__commercial_tenant_improvement__building,GA,Atlanta,commercial_tenant_improvement,building,Atlanta Department of City Planning Office of Buildings,Atlanta online permitting / Accela,local,True
us-ga-augusta_richmond__commercial__commercial_tenant_improvement__building,GA,Augusta Richmond,commercial_tenant_improvement,building,Augusta Planning & Development / Building Permits,Augusta CityView / building permit applications,local,True
us-ga-brookhaven__commercial__commercial_tenant_improvement__building,GA,Brookhaven,commercial_tenant_improvement,building,Brookhaven Community Development / Permitting Team,Brookhaven online permitting portal,local,True
us-ga-canton__residential_commercial__building_construction__building,GA,Canton,residential_remodel,building,Permit office,Permit office,local,True
us-ga-chatham_county__commercial__commercial_tenant_improvement__building,GA,Chatham County,commercial_tenant_improvement,building,Chatham County Building Safety and Regulatory Services,Chatham County Building Safety and Regulatory Services,county,True
us-ga-cherokee_county__commercial__commercial_tenant_improvement__building,GA,Cherokee County,commercial_tenant_improvement,building,Cherokee County,Cherokee County Development Service Center,local,True
us-ga-tucker__residential_commercial__building_construction__building,GA,City of Tucker Community Development Department,residential_remodel,building,City of Tucker Community Development Department,City of Tucker Community Development Department,local,True
us-ga-tucker__residential_commercial__building_construction__building,GA,City of Tucker Community Development Department,residential_remodel,electrical,City of Tucker Community Development Department,City of Tucker Community Development Department,local,True
us-ga-tucker__residential_commercial__building_construction__building,GA,City of Tucker Community Development Department,residential_remodel,mechanical,City of Tucker Community Development Department,City of Tucker Community Development Department,local,True
us-ga-tucker__residential_commercial__building_construction__building,GA,City of Tucker Community Development Department,residential_remodel,plumbing,City of Tucker Community Development Department,City of Tucker Community Development Department,local,True
us-ga-valdosta__residential_commercial__building_construction__building,GA,City of Valdosta Inspections Department,residential_remodel,building,City of Valdosta Inspections Department,City of Valdosta Inspections Department,local,True
us-ga-valdosta__residential_commercial__building_construction__building,GA,City of Valdosta Inspections Department,residential_remodel,electrical,City of Valdosta Inspections Department,City of Valdosta Inspections Department,local,True
us-ga-valdosta__residential_commercial__building_construction__building,GA,City of Valdosta Inspections Department,residential_remodel,mechanical,City of Valdosta Inspections Department,City of Valdosta Inspections Department,local,True
us-ga-valdosta__residential_commercial__building_construction__building,GA,City of Valdosta Inspections Department,residential_remodel,plumbing,City of Valdosta Inspections Department,City of Valdosta Inspections Department,local,True
us-ga-woodstock__residential_commercial__building_construction__building,GA,City of Woodstock Community Development Department,residential_remodel,building,City of Woodstock Community Development Department,City of Woodstock Community Development Department,local,True
us-ga-woodstock__residential_commercial__building_construction__building,GA,City of Woodstock Community Development Department,residential_remodel,electrical,City of Woodstock Community Development Department,City of Woodstock Community Development Department,local,True
us-ga-woodstock__residential_commercial__building_construction__building,GA,City of Woodstock Community Development Department,residential_remodel,mechanical,City of Woodstock Community Development Department,City of Woodstock Community Development Department,local,True
us-ga-woodstock__residential_commercial__building_construction__building,GA,City of Woodstock Community Development Department,residential_remodel,plumbing,City of Woodstock Community Development Department,City of Woodstock Community Development Department,local,True
us-ga-cobb_county__commercial__commercial_tenant_improvement__building,GA,Cobb County,commercial_tenant_improvement,building,Cobb County Community Development Agency,Cobb County Community Development Agency,county,True
us-ga-columbia_county__commercial__commercial_tenant_improvement__building,GA,Columbia County,commercial_tenant_improvement,building,Columbia County Building Standards Department,Columbia County Building Standards Department,county,True
us-ga-columbus_muscogee__commercial__commercial_tenant_improvement__building,GA,Columbus Muscogee,commercial_tenant_improvement,building,Columbus-Muscogee Consolidated Government Inspections and Code Department,Columbus-Muscogee Consolidated Government Inspections and Code Department,local,True
us-ga-commerce__commercial__commercial_tenant_improvement__building,GA,Commerce,commercial_tenant_improvement,building,City of Commerce Planning and Development / Building Permits & Inspections,City of Commerce permit application process,local,True
us-ga-dalton__residential_commercial__building_construction__building,GA,Dalton,residential_remodel,building,Permit office,Permit office,local,True
us-ga-decatur__residential_commercial__building_construction__building,GA,Decatur,residential_remodel,building,Permit office,Permit office,local,True
us-ga-dekalb_county__commercial__commercial_tenant_improvement__building,GA,Dekalb County,commercial_tenant_improvement,building,DeKalb County Planning and Sustainability Department,DeKalb County Planning and Sustainability Department,county,True
us-ga-douglas__commercial__commercial_tenant_improvement__building,GA,Douglas,commercial_tenant_improvement,building,Douglas Inspections and Permits Division,Douglas Building Inspections office,local,True
us-ga-douglasville__residential_commercial__building_construction__building,GA,Douglasville,residential_remodel,building,Permit office,Permit office,local,True
us-ga-dunwoody__residential_commercial__building_construction__building,GA,Dunwoody,residential_remodel,building,Permit office,Permit office,local,True
us-ga-forsyth_county__commercial__commercial_tenant_improvement__building,GA,Forsyth County,commercial_tenant_improvement,building,Forsyth County Department of Building and Licensing,Forsyth County Department of Building and Licensing,county,True
us-ga-forsyth_county__commercial__commercial_tenant_improvement__building,GA,Forsyth County,commercial_tenant_improvement,occupancy,Forsyth County Department of Building and Licensing,Forsyth County Department of Building and Licensing,county,True
us-ga-fulton_county__commercial__commercial_tenant_improvement__building,GA,Fulton County,commercial_tenant_improvement,building,"Fulton County Public Works Planning, Zoning and Permitting for the Fulton Industrial Business District","Fulton County Public Works Planning, Zoning and Permitting for the Fulton Industrial Business District",county_administered,True
us-ga-fulton_county__commercial__commercial_tenant_improvement__building,GA,Fulton County,commercial_tenant_improvement,occupancy,"Fulton County Public Works Planning, Zoning and Permitting for the Fulton Industrial Business District","Fulton County Public Works Planning, Zoning and Permitting for the Fulton Industrial Business District",county_administered,True
us-ga-gainesville__residential_commercial__building_construction__building,GA,Gainesville,residential_remodel,building,Permit office,Permit office,local,True
us-ga-griffin__residential_commercial__building_construction__building,GA,Griffin,residential_remodel,building,Permit office,Permit office,local,True
us-ga-gwinnett_county__commercial__commercial_tenant_improvement__building,GA,Gwinnett County,commercial_tenant_improvement,building,Gwinnett County Department of Planning and Development,Gwinnett County Department of Planning and Development,county,True
us-ga-hall_county__commercial__commercial_tenant_improvement__building,GA,Hall County,commercial_tenant_improvement,building,Hall County Building Inspections Division,Hall County Building Inspections Division,county,True
us-ga-henry_county__commercial__commercial_tenant_improvement__building,GA,Henry County,commercial_tenant_improvement,building,Henry County Building and Plan Review Department,Henry County Building and Plan Review Department,county,True
us-ga-hinesville__residential_commercial__building_construction__building,GA,Hinesville,residential_remodel,building,Permit office,Permit office,local,True
